input_text_bio,bio_tags
Can I ride BTS from SIAM to surasuak directly ?,O O O O O B-Siam O B-Surasak O O
Which station do I change at when going from Skytrain st louie to Skytrain national stadiam ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stations are between saphajtaksin station and ratchadamti BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
Which line should I take from BTS siaum to reach nationalstadium station ?,O O O O O O B-Siam I-Siam O O B-National_Stadium I-National_Stadium O
Do I need to change lines from NATIONAL STADIUM BTS to siamm BTS ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
What is the BTS route from saradaeng BTS stop to stadium bts station ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O
Do I need to change lines from rautchadamri BTS stop to Skytrain siamm ?,O O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Siam I-Siam O
What is the BTS route from chong nonsri BTS to ratchadamri BTS stop ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
Is it possible to travel from Skytrain NATIONAL STADIUM to SAINT LOUIS station without transfer ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How do I commute from BTS nat stadium to sayam BTS using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O O O
Which station do I change at when going from surasek to sayam station ?,O O O O O O O O O B-Surasak O B-Siam I-Siam O
Can I go from Skytrain national stadiam to ratshadamri BTS stop without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
Does BTS saphan taksen connect to Skytrain ratchadamrii ?,O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Ratchadamri I-Ratchadamri O
Is it possible to travel from cuong nonsi BTS stop to Skytrain st luis without transfer ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Can I access BTS chong nonsii via BTS ?,O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Does sainu tlouis connect to salah daeng BTS ?,O B-Saint_Louis I-Saint_Louis O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I ride BTS from ratchadamri station to chong non si BTS directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O
How many stations are between national statium BTS stop and suerasak BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak I-Surasak O
How do I commute from Skytrain salah daeng to BTS ratchadmri using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O O O
Do I need to change lines from ratchadamli station to the national stadium station ?,O O O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How do I commute from national stadium BTS to roatchadamri BTS stop using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
Can I go from chong nonxi station to BTS saphan takshin without switching ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
How many stops between ratchadumri BTS stop and saphan taxin ?,O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin O
What is the fastest way to get from SALA DAENG to Skytrain saphan takshin by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which line should I take from BTS surasak to reach Skytrain sizm ?,O O O O O O B-Surasak I-Surasak O O B-Siam I-Siam O
Which line should I take from BTS st louis to reach Skytrain stadium bts ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-National_Stadium I-National_Stadium I-National_Stadium O
Can I go from national statium to Skytrain RATCHADAMRI without switching ?,O O O O B-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O O O
What is the fastest way to get from Skytrain chong nonsri to Skytrain sala daeeng by Skytrain ?,O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Can I ride BTS from saintouis station to saphan takshin BTS directly ?,O O O O O B-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O
Which interchange connects saint luis to saphan takzin BTS ?,O O O B-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
What is the fastest way to get from siaam BTS to stadium bts BTS by Skytrain ?,O O O O O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Can I go from nationalstadium BTS stop to BTS SAPHAN TAKSIN without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which station do I change at when going from Skytrain saint luis to BTS chong nonsri ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How do I commute from BTS st louis to BTS saphan taksin using BTS ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which station do I change at when going from Skytrain saintlouis to Skytrain ratechadamri ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O
How many stops between BTS siaam and Skytrain sulasak ?,O O O O B-Siam I-Siam O B-Surasak I-Surasak O
How many minutes between st louie BTS stop and Skytrain saradaeng by BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng O O O
What is the BTS route from ratchdamri BTS to chong nonsri BTS ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Which line should I take from ratchadaumri to reach salah daeng ?,O O O O O O B-Ratchadamri O O B-Sala_Daeng I-Sala_Daeng O
What is the fastest way to get from shongnonsi station to stadium national station by Skytrain ?,O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Can I go from ratchdamri BTS stop to chong nonsie BTS stop without switching ?,O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which interchange connects nationarstadium BTS stop to syam station ?,O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
Which interchange connects surasack BTS stop to Skytrain saphan tksin ?,O O O B-Surasak I-Surasak I-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many minutes between sjam BTS and saint louiz BTS stop by BTS ?,O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How many minutes between st. louis and BTS chongnonsi by BTS ?,O O O O B-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi O O O
Can I go from Skytrain sjam to Skytrain santlouis without switching ?,O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis O O O
How many stops between Skytrain siam and sala daenag BTS stop ?,O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which station do I change at when going from surasack BTS to BTS chong nonsii ?,O O O O O O O O O B-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Which interchange connects ratchdamri BTS to BTS saphantaksin ?,O O O B-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin O
Which line should I take from saphan tsksin station to reach SALA DAENG station ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How do I commute from SALA DAENG BTS to suraak BTS stop using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Surasak I-Surasak I-Surasak O O O
Which line should I take from surasaak BTS to reach saphan taxin station ?,O O O O O O B-Surasak I-Surasak O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which station do I change at when going from saint luis BTS to BTS the national stadium ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
What is the BTS route from saradaeng BTS stop to the national stadium station ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How many minutes between BTS chongnonsi and nationalstadium station by BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium O O O
Which station do I change at when going from BTS SIAM to chong nosi BTS ?,O O O O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Is there a transfer between siamm station and BTS saint luis ?,O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Can I go from saint louis BTS to BTS saladaeng without switching ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng O O O
How many stops between BTS saphan taxin and ratshadamri ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri O
Which station do I change at when going from Skytrain st. louis to siaam station ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam O
Do I need to change lines from sports stadium to roatchadamri station ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
Does saint loujs connect to sizm BTS ?,O B-Saint_Louis I-Saint_Louis O O B-Siam I-Siam O
Can I ride BTS from saphan taksen to siaam BTS directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O O
What is the fastest way to get from Skytrain nqtional stadium to siyam by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam O O O
Can I go from sala deng BTS to Skytrain shongnonsi without switching ?,O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi O O O
How many stops between BTS ratchaodamri and Skytrain saintluis ?,O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O
Which station do I change at when going from Skytrain chong nonsy to Skytrain safant aksin ?,O O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which line should I take from rajadamri BTS stop to reach chong nonsy BTS stop ?,O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Can I ride BTS from surasak BTS stop to siuam BTS stop directly ?,O O O O O B-Surasak I-Surasak I-Surasak O B-Siam I-Siam I-Siam O O
What is the fastest way to get from saintlouuis BTS to siqm station by Skytrain ?,O O O O O O O O B-Saint_Louis I-Saint_Louis O B-Siam I-Siam O O O
Which line should I take from saradaeng BTS stop to reach nationalstadium BTS stop ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O B-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between nat stadium and siamm station ?,O O O O O B-National_Stadium I-National_Stadium O B-Siam I-Siam O
Is it possible to travel from Skytrain nat stadium to saphan taksen BTS stop without transfer ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
How many stops between st louie BTS stop and nationalstadium BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium O
How many minutes between nationalsradium BTS and BTS sara daeng by BTS ?,O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Do I need to change lines from BTS saphan taksen to chong nonsy BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
What is the fastest way to get from the national stadium BTS stop to Skytrain SAINT LOUIS by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Is there a direct BTS line connecting Skytrain saphan taksine and saint luis BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many stops between raetchadamri BTS stop and BTS safantaksin ?,O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin O
What is the BTS route from st louie BTS stop to Skytrain siamm ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam O
What is the BTS route from nationalstadium station to BTS reatchadamri ?,O O O O O O B-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
How many stops between saphantaksin BTS stop and surausak ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak O
Is there a direct BTS line connecting ratchadaamri station and saintluis BTS stop ?,O O O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from siaam station to reach national sport stadium ?,O O O O O O B-Siam I-Siam O O B-National_Stadium I-National_Stadium I-National_Stadium O
Is it possible to travel from BTS rachadumri to suracak BTS stop without transfer ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak I-Surasak O O O
How do I commute from sala daeg BTS stop to stadium national BTS using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O O O
How many minutes between siaom and BTS the national stadium by BTS ?,O O O O B-Siam O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Is there a transfer between BTS syam and CHONG NONSI ?,O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi O
Which interchange connects saint kouis to chong non si ?,O O O B-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many minutes between suracak BTS and Skytrain siamm by BTS ?,O O O O B-Surasak I-Surasak O B-Siam I-Siam O O O
Which line should I take from sala daeng BTS to reach chong nonsy station ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Does saladang station connect to nationae lstadium ?,O B-Sala_Daeng I-Sala_Daeng O O B-National_Stadium I-National_Stadium O
Can I go from saphan taxin BTS stop to BTS sintl ouis without switching ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Is there a transfer between ratchadaomri station and siuam ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Siam O
Can I go from Skytrain siyam to Skytrain sala daeng without switching ?,O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
How many stops between st. louis BTS stop and surasak BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O
Which line should I take from sports stadium station to reach ratshadamri BTS ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Ratchadamri I-Ratchadamri O
How many minutes between siuam BTS and rachadumri station by BTS ?,O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O O O
What is the BTS route from saintlouis BTS stop to sara daeng BTS ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which interchange connects Skytrain radchadamri to NATIONAL STADIUM ?,O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium O
What is the fastest way to get from Skytrain ratchadumri to saphan takesin by Skytrain ?,O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin O O O
What is the BTS route from saphan tasin BTS to sports stadium BTS ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Does Skytrain st louie connect to saphan taxin BTS ?,O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many stops between ziam station and chong nonsi BTS stop ?,O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Can I go from stadium national BTS stop to taksin bridge without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin O O O
Which line should I take from Skytrain taksin bridge to reach siaam BTS ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Siam I-Siam O
How many stops between sara daeng and BTS SAPHAN TAKSIN ?,O O O O B-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Does radchadamri BTS connect to chong nonsii BTS ?,O B-Ratchadamri I-Ratchadamri O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Which station do I change at when going from chongnonsi station to surasak station ?,O O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O
How many minutes between Skytrain saphan taksine and ntl stadium BTS stop by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Which interchange connects srasak to stadium national ?,O O O B-Surasak O B-National_Stadium I-National_Stadium O
How many stations are between SURASAK BTS stop and saintrouis ?,O O O O O B-Surasak I-Surasak I-Surasak O B-Saint_Louis O
